OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,2626,1637,3008,3343,5740,6285,8987,6926,7538,4210
+,4951,6207,8302,9612,533,3698,3790,4068,3755,1540
+,3600,7445,6467,1416,8077,1809,6650,7515,8398,914
+,3680,2279,2052,4986,5722,3178,9326,9256,3989,9943
+,5281,6217,3416,145,8958,4802,5454,8434,509,164
+,6295,6997,7620,2611,4851,8959,2585,9229,6356,4053
+,4565,1986,802,2225,7010,5925,6582,9650,866,5166
-,9937,519,4189,7465,6757,3356,4309,7799,900,6170
+,1884,6532,5865,5127,865,6171,2833,9783,7449,7586
+,1162,3880,9569,2010,125,7103,1534,2626,8258,8114
+,6462,9641,7664,8040,4667,9354,1905,5152,9732,156
+,5615,1327,3142,4916,2829,4693,4544,4155,9921,1829
+,8603,1365,5622,1908,9975,1406,5486,780,8419,7832
+,1674,4392,5235,1775,3192,8869,6098,1783,4432,2315
+,7813,7971,6427,6306,835,3794,2413,8903,3149,6573
+,1818,6597,5061,3751,3414,3810,8768,1429,8363,8078
+,9702,6845,7383,6753,211,5886,767,4555,5357,1662
+,5005,7775,1782,7811,4940,7708,3064,3869,4826,3235
-,7661,6927,1511,3105,9705,6264,9402,2651,3333,9422
+,1945,1265,9862,8013,9053,8111,9821,7849,5653,4369
+,9807,1262,8726,7376,1521,317,443,622,3665,718
+,7443,594,6708,526,6650,9387,5066,9948,3387,9438
+,5037,4892,6267,2477,23,2795,8918,649,653,4153
+,2173,580,1874,3751,4965,2780,8810,2207,8297,7381
+,6096,62,1510,5854,4005,1162,8889,5898,7429,1830
+,9808,5304,4761,2558,6400,7229,6557,6664,4063,7748
+,8701,7778,1993,7252,7073,691,6127,9161,1481,5476
+,8320,5203,5180,9716,7817,6609,4325,3776,4257,3927
+,5736,3590,4714,6586,6358,5679,3003,399,3438,7171
-,2043,8827,9387,3529,3205,4174,6815,5539,2746,7758
+,3378,5651,7851,1798,3354,4062,4325,1258,4501,1192
+,7300,5277,2569,256,7968,2619,3868,3828,7179,31
+,3269,9295,5808,100,4509,2693,5268,597,5706,7891
+,2064,4597,8628,8206,1427,7358,9951,4337,4874,9385
+,6778,57,7802,6409,5033,9439,5360,9554,1284,4359
+,5691,3256,318,5375,3720,6140,2030,2486,8690,6313
+,174,1711,6561,1420,2148,3619,5998,2402,3610,3265
+,9504,5158,6168,8278,7271,8702,9012,2840,4090,1732
+,1565,2413,1360,4708,6530,4217,462,5272,3702,6545
+,3281,3804,2765,7148,303,9793,9598,9310,552,5365
-,5895,9612,6401,7543,3760,6173,3506,3393,9743,9280
+,7706,4473,7449,6528,3467,7321,5615,2384,3560,4282
+,8510,3576,711,4498,6548,9174,7283,1180,4370,6401
+,7008,1821,5572,6051,3183,9231,8321,8578,3777,802
+,5650,1047,1207,6771,2502,3187,6017,3101,6896,4015
+,7363,461,901,5507,2822,1133,3448,753,5657,5914
+,5904,3204,9347,1721,796,2268,4740,5375,9328,1903
+,8974,3268,2567,2075,9092,980,5922,8497,4678,3827
+,8979,3834,7233,8890,2949,3934,1686,9546,1350,6562
+,8125,782,5685,4753,3501,469,957,5521,3472,2736
+,3718,3362,3248,1359,8729,6155,8639,6539,2695,6228
-,1857,851,5734,6447,4989,6512,4165,1485,396,5198
+,8583,8780,8445,6342,4764,6071,5489,3518,8471,4764
+,7993,8726,3450,7184,6757,3069,9191,1888,7288,4953
+,9871,251,5352,4487,4481,4291,5594,1183,563,4343
+,5032,7820,2714,6943,6766,991,1713,482,2854,72
+,9259,7882,6731,6718,9440,9627,9643,5105,978,3500
+,1545,4694,4516,5042,2214,7073,867,3812,7061,361
+,4542,9204,9265,3420,2541,9975,1305,806,1524,4603
+,9179,469,115,1539,4642,3821,1925,4209,5541,7880
+,2623,312,2076,3664,2197,466,2171,9022,4760,1759
+,3970,5554,9553,2943,5179,4004,7076,4610,1367,5862
-,4677,2556,7232,8940,4807,1491,7579,5118,7731,2634
+,4486,3257,7424,9097,1595,1195,8421,2504,1541,7240
+,671,7318,6476,6866,1233,2596,5792,2582,7426,7453
+,8473,5710,1673,9693,2910,3723,8183,7063,341,8659
+,1682,8245,3818,8781,2106,6131,3054,2015,3728,6806
+,7525,7222,6146,7167,1655,1366,5500,5827,3674,8645
+,1030,9672,4084,712,6403,8810,6591,673,4389,5245
+,9521,7166,9571,9751,9311,8204,3380,354,2968,8577
+,3151,2820,8790,6095,258,4502,6968,3119,3566,7392
+,8967,4906,9615,5648,5041,1684,18,5090,2003,5640
+,7653,6431,6262,2874,200,2191,397,7982,3837,3786
-,7037,2964,6852,1810,828,7000,4786,9991,3133,1204
+,2796,6983,3013,5721,7620,3911,9748,7500,9293,4318
+,2119,5952,727,4842,7593,1672,8100,4679,8492,9411
+,3627,385,2775,127,5046,8481,4797,2947,7485,7112
+,678,2373,2116,1605,1689,6541,8712,1633,2381,699
+,8438,6462,3000,3138,9482,6115,4929,5227,7045,8382
+,3813,9786,9961,5284,8430,9637,6306,7869,5371,6516
+,9704,1056,9327,7761,7474,3912,3593,348,1182,552
+,5321,3857,5547,7043,4132,4107,7677,7680,7382,12
+,4073,8296,4409,9778,9956,7474,2217,3041,8894,4874
+,2017,2029,5803,5319,5458,2739,4742,3771,388,3601
-,4369,5163,1446,1747,9433,2902,4232,6292,8843,5657
+,5131,4987,8756,645,6832,4251,880,2122,4574,6398
+,5001,4129,9394,3621,4799,2900,915,7237,7151,84
+,753,4927,9576,6856,7812,7146,6504,563,5861,4873
+,7186,4829,1510,7665,9724,5533,5953,9194,2839,2028
+,8621,2684,7381,9573,6126,4929,9230,216,6458,9374
+,5484,4691,2236,7173,9774,1063,56,778,3887,3028
+,4983,1581,9510,3247,7212,2394,4800,5753,7022,5682
+,1176,2291,7668,9937,2926,2672,6624,9310,5065,9250
+,3543,1633,6364,6279,6501,150,1366,9268,7527,1428
+,5235,3337,167,4525,6163,3842,8055,4367,6276,3106
-,5934,6192,3844,3332,7776,3004,1554,4570,9712,2646
+,8522,1320,866,2438,8765,1329,2238,7022,8299,91
+,5315,2993,9564,7162,8823,221,6156,1340,3622,735
+,373,8639,1322,7049,9883,7408,5153,522,9950,8953
+,6352,8421,5523,3291,9076,3859,2536,2670,5329,6418
+,2076,811,8994,6815,6785,7063,5444,3701,3905,573
+,7787,6629,7545,6430,3369,2610,1772,2212,8823,3925
+,3614,9620,6042,6229,3555,940,5024,2270,8953,7308
+,830,2567,6288,4014,7144,3723,7388,1634,1682,1011
+,7500,7414,2823,2221,2989,2486,6850,3307,4224,2491
+,8491,1051,5455,7892,6445,8290,7156,2119,4558,3521
-,6416,9294,5842,5980,6052,6366,1132,6152,1936,2150
+,1881,952,3078,249,6097,2296,6489,5433,2581,7675
+,7649,9172,8700,6317,675,2279,4300,71,6371,9654
+,4939,9153,5303,409,4318,6722,569,9656,2835,4943
+,3491,8174,1112,1682,6314,7488,5448,8789,2140,9845
+,523,9194,2828,7110,1313,1067,6157,8733,1144,8811
+,5110,6348,4317,1127,1375,9320,9025,5025,8042,9017
+,2175,3545,7627,3211,7085,6605,9074,5528,2118,9126
+,2698,2764,9685,3571,5627,7087,2524,6306,9262,8603
+,6343,4255,5133,548,9005,7009,5075,2162,4643,5511
+,4949,8229,269,4854,3112,1886,7140,1812,281,2304
-,8361,8641,4183,3196,2586,8430,4187,3427,3109,3344
+,6991,5155,7085,7012,2505,3208,9783,5907,1385,6406
+,144,354,8470,130,7129,6957,8282,4497,4710,573
+,9879,599,3343,958,6815,2664,5324,1256,6233,2928
+,4912,598,5526,615,9683,8319,3890,3955,4563,4518
+,3760,7409,1545,5114,7571,3502,6032,1673,1907,5813
+,8775,9993,2982,4462,7185,1345,7442,1626,4251,2775
+,3011,7059,1221,6277,2572,1100,9730,1532,6506,9032
+,3098,4534,795,7751,7029,6207,8369,7661,4208,9760
+,4038,4398,3622,3316,7196,8602,9904,4667,5451,134
+,1195,5285,8831,6576,8170,8741,626,7483,2142,936
-,511,8643,8640,5656,629,4254,4364,5345,6199,311
+,3229,1351,8984,908,501,5086,8339,4188,7306,5289
+,431,1742,3951,841,3538,5748,5968,6474,5355,2803
+,7365,399,5257,156,8318,1160,2360,4687,7481,262
+,4699,1422,8083,5854,6497,4512,1659,3011,4601,1506
+,6130,623,5125,2572,1185,8969,6519,3820,359,4485
+,2829,4214,4089,2110,3893,3467,8175,2367,2598,363
+,6726,9231,6941,1592,9598,9176,3275,4726,5780,2131
+,7045,6905,1506,6968,2000,7982,7069,5216,1935,791
+,7367,1176,7903,5407,5954,8554,1091,1101,6901,2179
+,5103,388,177,9173,4908,4450,3618,5770,9314,367
-,915,8389,1563,5976,9989,5062,2792,1930,6255,3216
+,5795,287,8619,6860,5572,125,6971,6514,1739,5107
+,6911,717,839,6460,8296,686,4538,8480,1325,500
+,6746,3186,5219,5212,3653,4818,461,2112,2324,584
+,5543,638,7460,3100,3618,4943,9827,6403,5191,3873
+,5334,6944,8343,4015,7148,2750,1702,2068,3548,5520
+,2524,7907,5824,9595,6668,6363,784,4657,8224,1002
+,238,9884,4306,3781,9612,158,5737,4025,8206,2593
+,6626,7056,5589,5455,4243,6207,1054,6377,9482,791
+,869,8275,4688,1071,4469,5682,3202,8415,7086,2418
+,718,4406,93,8081,4354,6457,9618,6368,7819,2065
-,9346,6844,2817,5560,7601,3493,5563,6265,1361,5162
+,4317,594,3281,5101,5473,6863,6308,8194,6195,788
+,4506,3659,804,2046,2247,1363,2735,3232,3207,1357
+,3144,1808,6281,2223,9264,3547,3752,6490,2342,3238
+,7718,9872,2397,6631,9587,8762,3941,3013,976,4536
+,2111,4097,7914,2677,2819,6606,7338,8412,1133,3624
+,8800,8526,7276,6771,5242,5571,2595,2812,2234,5796
+,6237,5030,2320,2463,1074,8202,497,1558,7552,5794
+,8620,3706,8702,4216,8305,5662,2341,1052,2288,8558
+,2143,6366,7682,3938,152,7192,2426,2369,5572,9916
+,1022,7365,8438,6331,9001,4829,7848,936,4901,8916
-,4971,6081,6295,6144,4416,3183,1594,5166,8020,9272
+,1923,2197,1787,958,6577,7205,2355,3312,8452,8628
+,3030,4929,6949,8946,2403,756,6342,4561,7358,645
+,1622,3310,473,2548,1291,1451,2438,3761,6139,7901
+,8719,7368,9869,3486,4522,8735,7018,1332,9418,902
+,6512,442,1445,8510,461,6975,7547,4362,2403,3886
+,3270,652,4240,2851,2043,5040,10,3972,7034,303
+,3735,7798,9810,2371,5602,3013,7373,4609,8572,1759
+,4302,7846,6543,1781,4116,8445,1206,8011,5112,7783
+,6740,8761,1692,5715,1269,1271,6764,779,3889,7051
+,5614,3396,2484,8565,981,3852,3344,1012,5030,7693
-,9039,4357,3001,5723,328,5839,637,6374,3413,4845
+,8700,8693,1286,9625,5525,7059,4749,6015,6345,6200
+,1906,7724,386,9191,7097,3393,3775,5631,1144,4243
+,9747,4676,3845,9268,9119,8814,6523,3833,6411,44
+,5071,8545,613,1022,8908,8925,1108,6799,1745,8268
+,7592,9963,7877,6486,7752,6553,6889,3191,7735,6946
+,1692,1611,6933,3817,1814,1312,4060,7997,1424,8678
+,9488,827,2395,5703,4073,7930,7954,7094,8465,180
+,104,2334,2390,2333,9574,6070,4285,8587,4542,3799
+,9498,1577,9405,6337,1968,3000,7859,9971,8950,1444
+,5533,9,6940,2653,2839,570,5577,340,2913,2573
-,1806,618,6309,7378,2410,9759,5907,7468,2751,5718
+,9654,9525,771,4602,5088,8735,5978,9776,9441,64
+,9802,2360,7697,5020,4157,8293,5865,2330,4600,9314
+,4926,886,5984,2492,7175,2274,4931,8334,2253,9633
+,4775,1815,9527,9831,1658,3682,7286,9894,7076,9143
+,7778,3602,665,6385,9631,6715,5864,810,2932,210
+,9803,5728,128,7590,9255,5603,5914,8549,7510,7774
+,8290,6674,2910,6966,9610,5183,3403,6478,6019,7365
+,918,3276,1940,4927,8519,2409,1740,5808,3987,3079
+,3132,9089,7942,1754,3478,8515,9102,6842,8504,9978
+,7535,9334,892,3881,7952,7242,7871,4810,9513,3777
-,6499,305,676,1381,8233,2011,8974,1302,2677,208
+,5633,4340,1546,7966,5822,3960,3009,7526,7809,1837
+,6906,7870,2333,1860,6241,2721,1072,3132,648,3742
+,1292,9494,8216,7402,3374,4601,2094,3987,464,8623
+,8559,6090,1941,947,2045,4361,9329,4854,5216,9709
+,6424,887,4171,2690,685,5140,7127,1873,959,891
+,5073,3481,7599,894,9475,2551,3250,177,1754,2871
+,9967,7296,3643,6289,5087,526,1691,2990,953,5399
+,7890,5403,2341,2105,9247,3327,7419,3937,2181,3
+,3542,874,4562,4082,9251,9658,5466,5925,6092,6758
+,483,1373,1029,4713,645,2087,3246,8848,2438,1037
-,2231,6560,8905,4552,4483,3286,3450,2968,8867,2118
+,474,9049,9461,5083,7675,2759,8771,1108,1990,6501
+,8150,9427,5834,6742,3279,1448,5153,4480,1894,9676
+,6921,1724,5939,5857,325,8625,572,3149,8277,1398
+,4446,1708,4276,2505,657,4654,2342,5710,2106,7203
+,7174,3077,5628,5945,2498,6055,2348,782,4750,8981
+,2894,5246,1176,7078,6671,5403,3639,1428,2176,6204
+,4044,9792,8982,2439,2483,531,2803,9398,1709,7453
+,943,7584,9810,8477,7269,6347,9964,2454,7796,2842
+,1697,9831,7975,4935,638,6966,6710,785,7063,8935
+,9994,2167,1473,3433,3871,9234,9688,7034,2024,9004
-,5913,8326,6251,8467,1809,593,4743,7994,6466,1502
+,4954,4567,4784,6133,7027,3398,2472,6172,7686,637
+,8276,5471,4824,6059,3818,1914,4986,8904,2669,9892
+,3781,9516,4980,4175,5829,3652,4737,2648,6096,2669
+,3584,5458,3253,4312,8759,5378,1437,9707,9104,6374
+,8593,4698,732,2748,321,8430,8677,6618,7623,1421
+,746,5749,8231,6091,6643,8248,5869,609,6114,4187
+,5264,3552,9577,3585,9703,5189,9910,4354,8985,1513
+,7934,6792,4062,4968,4717,2373,9056,6952,9582,6949
+,9359,3268,2418,1282,4302,4856,7494,1537,1474,2053
+,7553,4430,4150,8,5482,6575,198,9592,1237,7270
-,4842,5907,5125,6324,9773,7224,2476,5895,6254,4229
+,8531,9907,1371,7935,3379,8942,5653,5349,3619,9774
+,1887,2957,9895,7554,1897,5030,5338,4372,3428,8102
+,2170,3064,2551,2627,3910,5177,1665,9652,5988,6887
+,7881,838,430,7269,7565,7553,5614,7194,7920,3912
+,2134,5266,7785,4644,5644,2392,8158,6046,3215,1922
+,3328,4624,205,5657,8072,893,8107,7455,3782,4331
+,2439,4141,104,2457,3523,6950,2820,2669,6116,9857
+,8041,297,5119,3378,4344,651,1218,6630,9191,8365
+,3232,1198,3676,1918,4650,8761,2071,1700,3268,4304
+,3224,5634,3056,4898,8705,4314,8007,3906,8506,5820
-,8989,7289,6505,4141,3064,1263,1828,5738,5950,8019
+,9676,5995,6887,6149,2356,7628,5700,7999,6777,2668
+,5906,4501,9806,3985,4464,3817,9634,3470,623,4624
+,5566,6378,6809,6933,3384,7809,4983,2232,3111,3698
+,9476,85,8112,3467,9067,6612,4067,3856,4274,9724
+,5355,4344,22,5893,5265,1217,6779,1936,8731,8120
+,4203,8260,9456,9840,1357,7160,5355,5801,6035,6781
+,9782,5308,4991,7124,3956,2993,2883,1863,2224,9475
+,8892,5120,8760,6248,9136,7524,695,4047,3676,4661
+,6485,7478,9750,3105,2391,9395,887,9643,990,4671
+,3054,9141,7281,4531,4656,9835,3476,3582,4028,7411
-,7857,7077,6899,6076,7078,7467,3473,7195,8479,1621
+,5553,1218,8214,1135,6467,3389,2725,3116,33,2136
+,1480,3199,3929,5421,8115,8311,9490,2306,8627,5993
+,460,841,5755,1421,841,6116,415,8350,963,4462
+,2416,1478,200,232,7621,9254,7121,9635,8610,5625
+,4048,6843,470,3311,2032,6444,7172,8855,6125,5298
+,5258,3739,3409,820,1240,7308,5887,8472,8025,3862
+,3935,86,7588,197,7079,9341,951,4121,2511,3741
+,3192,7315,8622,3665,5078,1133,4478,7433,3025,4409
+,7320,3716,8471,9183,4833,6313,8800,5971,1793,2755
+,5933,6788,1415,6446,5979,3601,3949,6511,8774,3640
-,1805,1269,5,5509,1583,1435,7420,1674,4058,9601
+,2748,8888,4996,4359,3855,3088,2827,51,1412,9767
+,8297,2720,8043,4465,2786,5707,4906,7476,7299,8089
+,1496,2316,5438,3504,5977,3507,9166,602,463,9428
+,9783,7025,4446,6754,9298,2986,7693,1851,9148,5728
+,8648,9386,5137,8215,5753,9141,4198,3965,7633,3061
+,8661,7370,6719,5448,1161,10,6779,477,3228,4755
+,3005,4983,8944,1924,4471,3260,4257,7049,2323,6870
+,9146,4694,8833,4107,2672,3236,2828,672,4533,252
+,9204,1767,3537,1181,8692,2465,4462,2681,8923,8848
+,4549,7796,3835,7617,2441,3966,3655,7570,8676,6526
-,3301,5969,1359,5743,5500,5532,5189,2409,6527,956
+,4364,9208,5007,2774,5610,249,1139,6056,3580,6857
+,5375,6517,9488,1765,6005,4969,7973,7686,9145,742
+,3365,1353,4153,5558,7752,4198,6257,3366,6759,4367
+,3158,9029,9164,6573,8150,9392,4336,309,7834,2263
+,2856,9710,533,9826,7965,1724,4633,8142,3388,1344
+,5342,2418,8515,2343,1162,8239,1551,1376,3031,5591
+,7660,1462,571,9936,4248,604,5142,1024,3806,5119
+,5755,6902,6963,37,7037,1407,1214,6640,4166,6670
+,5911,1471,4086,5826,5389,7329,8614,9086,3901,1723
+,6078,9583,6835,8560,4931,6230,1083,3252,5287,4650
-,1132,7442,5897,9579,9222,8915,3972,8339,7069,9761
+,2115,9643,6091,6727,5067,9265,8983,9044,7748,9970
+,6535,2928,9715,2988,6497,2364,5855,5442,6610,3920
+,1084,2202,974,7375,9551,4784,1953,3276,6322,5707
+,3982,3487,5741,5418,2466,9156,7331,1602,258,7043
+,420,9058,5225,827,2807,5452,6831,3852,5931,6203
+,77,656,7709,3918,4302,6674,2234,2498,3417,4169
+,1347,6086,3921,2881,3549,7475,3415,5469,6473,8683
+,5161,2034,7297,5522,2694,7669,6258,6824,5563,7901
+,6658,3972,6987,153,1509,7549,2648,9296,5545,3483
+,6548,4673,4453,2047,109,8345,2142,9075,4142,7336
-,5546,9854,2120,486,2823,8069,1181,7734,4864,1886
+,5261,4678,8297,7015,5532,1042,6181,3071,2271,4805
+,994,4053,1184,1533,8814,5259,4991,1361,1941,4535
+,8994,5995,7515,8253,9374,8948,397,1240,2590,8369
+,2927,195,6729,7498,7054,9725,9033,682,7042,8748
+,7698,3183,9111,1412,8725,6315,9620,3873,722,5361
+,1667,724,9418,9389,6058,1116,5776,9412,4174,2235
+,8793,1687,4273,6659,26,9920,3354,6123,8263,6606
+,7548,6670,1963,2335,9876,6501,3666,2810,5691,4775
+,6397,411,9494,8161,2872,3106,5531,8508,3826,8076
+,6050,9423,7509,2142,345,63,9855,371,7007,6782
-,1247,5240,5050,2728,6915,7074,325,5867,6785,3954
+,6944,1921,6536,9440,3695,1198,4389,6776,4016,9142
+,1892,1880,7043,2470,6662,3873,29,2868,7253,3866
+,8272,5474,5212,4641,2473,1863,7997,1276,3271,4929
+,445,3374,2686,7062,915,9157,7537,3321,3005,9183
+,8349,6938,8002,4857,7324,2301,8285,3612,4291,7440
+,7198,2191,4943,6520,9425,4554,6405,7383,5734,7585
+,7887,8835,4407,1104,711,4132,393,2342,8627,3684
+,6053,2517,9539,3539,5097,6509,425,8435,2737,3170
+,2000,5816,1321,1304,974,9030,2749,7912,1460,8711
+,2214,9880,7617,8836,1360,9804,4193,4025,4363,4639
-,5744,483,3257,2860,1619,6942,7055,8169,4871,4920
+,487,1375,2227,2070,1921,7086,6578,6296,8134,8342
+,6676,3544,8940,5717,8138,9282,6716,8989,8149,672
+,1771,641,6369,4087,4155,9858,3841,2895,9135,9725
+,9408,2939,7367,8079,1381,5057,8660,3535,539,7336
+,449,8987,8880,958,5105,4962,9476,6345,331,7147
+,661,4899,9040,7368,9464,4250,3374,2318,7779,8695
+,8253,682,4614,9007,5866,1667,1068,5993,4541,2828
+,4378,8009,147,4186,8956,6793,1256,274,3637,2578
+,8839,5253,2532,933,8445,1091,2877,4854,6769,1838
+,7113,5561,9923,8831,9762,2807,8274,9107,8067,2033
-,1359,9259,8152,5074,579,2395,5236,8218,5326,530
+,8543,9571,1660,8044,6215,5644,6572,5871,6873,3690
+,8408,4656,4070,8894,4220,4187,7805,6028,7215,4724
+,1301,7730,9488,8795,3198,2638,4913,4922,8695,8384
+,1288,333,6013,4364,2495,4294,1802,6415,4825,4305
+,6315,3889,93,6620,2475,4420,9890,602,771,3145
+,7348,1144,7474,9379,8005,1849,2707,1106,8429,6999
+,6992,4647,5921,3907,7433,8028,2430,8168,5033,5753
+,3334,5349,3168,5256,3670,2688,2144,7167,1545,1786
+,3663,3227,1336,9942,6283,8332,301,4443,5000,663
+,3921,4852,4345,5704,9435,5563,9668,9697,8735,3467
-,4222,427,9884,3485,502,3535,4690,2001,5444,4320
+,1080,6192,908,1637,4550,6473,8764,6966,2557,846
+,2151,4861,9830,5230,920,551,456,5776,3046,3540
+,9549,7684,7052,7331,8627,3532,9160,8956,5664,8937
+,7027,1180,8733,8974,5325,3672,482,4078,2169,3025
+,4059,240,6390,2358,7883,8751,4133,2919,6271,2107
+,3757,3449,6019,2533,9444,994,6545,3193,2350,2376
+,428,7327,5903,9211,1928,8924,6124,8347,1203,6445
+,6899,5761,3570,5363,4042,1767,2308,2407,5710,9124
+,840,3492,5344,2615,1382,4832,1258,2590,2149,8389
+,3901,3836,5481,126,7621,9995,4550,4517,1509,7154
-,5664,8098,3275,9428,945,7757,3731,3073,2456,4599
+,2720,9847,9889,3683,1025,1427,8679,3811,5481,6437
+,4691,904,4501,8687,7877,5297,2720,8636,4447,2448
+,7542,1897,8033,5973,9618,3500,2791,1484,3797,2578
+,6630,5028,1075,4628,8373,3658,4014,8766,916,1943
+,6065,2680,206,2077,4019,1751,2651,8856,540,216
+,22,5480,8166,5979,3462,1383,9039,3023,4754,4546
+,2817,5769,6125,8607,7981,340,9053,3753,1041,9000
+,4157,2314,8467,2215,3002,2129,9274,4096,9234,5023
+,6790,2559,6283,6422,2088,1954,5583,7042,5736,2897
+,8477,4010,3441,1272,2090,328,9370,1021,1562,3148
-,5713,3301,7826,149,2501,8854,304,1230,4459,1947
+,5077,4049,2654,8456,7314,7158,9039,1734,971,8376
+,3672,2238,5608,9558,6754,4290,735,207,8781,1758
+,4130,7876,9343,409,6453,1565,8787,1350,7838,1195
+,9297,7558,664,9455,5835,9460,1854,323,105,7387
+,6248,8073,5556,1850,7143,6792,2008,2725,449,152
+,2658,9016,4676,2625,436,7352,3285,7008,380,5267
+,3403,2688,2201,7117,1764,2260,7370,4770,7434,3254
+,4919,1165,4691,1284,4799,9176,449,631,9632,6309
+,5130,7364,8502,3728,5708,8784,353,8159,9580,4960
+,4918,6941,1560,8840,1265,9060,4485,7148,9273,3441
-,7648,6003,2166,516,4009,728,5575,3122,584,6582
+,3660,828,4535,4436,7676,3498,8697,7314,9736,6958
+,6853,7450,9213,5350,593,6362,367,4338,5326,6904
+,4426,5559,7332,3250,7220,2054,8323,526,8191,49
+,7646,1328,5027,5668,3821,3092,9825,4600,8163,760
+,3321,9498,2457,9954,1463,8001,3731,5068,1096,1827
+,8474,5327,6616,2478,9666,8601,887,767,2815,6657
+,6145,3784,5884,3135,1857,5568,8270,6243,7159,763
+,5352,1779,8082,1578,3622,7611,1747,7059,6248,6887
+,8336,6567,9101,6885,3771,6617,1118,4025,5237,1318
+,4553,8921,4182,2258,9551,4976,5338,3615,809,8952
-,5906,4501,9806,3985,4464,3817,9634,3470,623,4624
+,9541,3656,9227,4865,8089,4593,3210,7171,6328,6161
+,9132,6136,5801,2374,4289,9637,3402,1779,4290,8522
+,197,2180,1423,1090,4253,4287,6854,203,3306,5909
+,7196,6316,6233,3498,7733,2006,9393,6636,8226,9408
+,5186,3273,4328,2470,8324,4830,9670,4318,1490,2752
+,2897,2957,9143,710,1310,108,193,3173,4890,5200
+,91,5959,812,229,7253,2600,7518,4521,7038,8406
+,1197,4541,7364,5430,9529,2074,1264,3869,9701,8106
+,6858,2201,6381,5824,6288,5541,3871,2692,7752,602
+,6484,8495,5079,8338,3425,9791,77,7135,3964,3119
-,2867,9861,3223,1664,1215,6256,2720,8279,3504,1998
+,47,1749,7933,4469,7146,1326,792,1172,6911,2700
+,3311,7998,9739,2878,1908,5616,145,3052,1881,1020
+,8589,2598,1466,8036,9462,2865,3448,9051,5451,1831
+,3181,5435,6116,8299,6888,7945,6833,419,6719,8352
+,88,3933,2916,2977,3710,715,2033,9512,7839,1754
+,8821,2808,9185,6857,3628,7654,636,1544,790,9423
+,5487,8242,2476,5605,4879,4521,7018,4062,7487,1725
+,4172,9085,8070,5300,8902,2117,7979,3903,2546,1559
+,5128,5106,9243,5987,7540,1223,5565,375,2088,8046
+,2107,2101,7285,6,8055,6367,3748,8746,602,831
-,8576,7372,6058,6354,3495,3505,2224,3338,2681,5315
+,3483,4555,7754,6415,4586,2254,9444,2882,1154,2919
+,4649,5544,1153,9175,9796,3073,2230,8969,1552,6756
+,2194,5455,8429,1758,9810,8979,8914,4860,7079,2829
+,4854,2338,2794,5744,5674,7359,7925,9803,5231,9569
+,3244,9175,8003,1417,961,4335,8644,5732,4301,4766
+,1306,4353,501,1149,9079,1310,4889,6820,3485,9802
+,1571,4360,9635,8469,420,2668,7227,5802,9204,6126
+,4286,8464,7792,8189,7293,6381,7203,6717,9345,6973
+,5688,2872,1583,2362,4566,1181,8875,9009,8934,3859
+,6954,6466,1040,7066,8245,194,5027,1001,4344,4018
-,685,1738,7731,8034,2444,8355,6280,9779,7275,4074
+,5670,7992,7801,1100,9266,7125,2577,571,1255,9305
+,7202,1691,2370,6945,8511,4044,8377,1634,1896,2555
+,3912,2015,7011,7419,9251,8475,3506,4037,6622,669
+,1864,2889,9063,2045,2024,5594,1020,7382,8839,8834
+,4520,1692,8125,7909,9413,3507,8358,7407,4678,6539
+,7645,5028,4431,6266,7492,6679,3418,3544,4237,9787
+,9763,4639,7985,1500,4262,3227,5518,7642,1418,1822
+,7729,168,6905,2859,3508,3926,7841,7131,8443,2709
+,4406,1274,2783,310,1525,1877,4834,2239,6696,5595
+,3291,9753,8542,8579,5033,7346,844,5963,7822,9838
-,2929,4103,6647,4876,7105,7064,4818,4026,1291,7687
+,3888,7003,8,696,5953,2178,9572,9960,691,8195
+,1484,7034,7467,2191,4442,958,2705,3954,9687,5771
+,9921,949,2139,1653,8607,4633,5564,6307,3322,220
+,3777,6564,9007,5933,7195,8946,6373,7593,4718,1158
+,2880,723,5144,4522,6119,3497,4715,67,8861,2386
+,909,1052,8800,2076,1551,5950,7479,3566,3770,2678
+,8668,5566,6389,5370,6210,6004,6143,3522,8012,4693
+,5304,8836,849,3768,8106,9715,4327,5561,3446,9075
